team_id,team_name,club,event_age,gender,division,bracket,coverage,games_365,distinct_opponents,last_game_date,rating,in_db
65155,Fever United 15B C. Smith,Fever United,U11,m,Silver II,Bracket B,RED,0,0,,,yes
490220,Atletico Dallas Youth Pre ECNL G15- Perez,Atletico Dallas Youth,U12,f,11v11 Silver,Bracket A,GREEN,23,19,2026-05-09,1464.28,yes
624292,BVB IA 18B Black East Solares,BVB International Academy Texas,U8,m,7v7 18s Silver,Bracket B,RED,0,0,,1452.15,yes
518001,BC Elite 10/11G,BC Elite,U16,f,HS 1,Bracket A,RED,2,2,2025-12-07,,yes
496328,North Texas Elite 19B Pina,North Texas Elite SC,U7,m,Gold 4v4,Bracket A,RED,0,0,,1491.36,yes
296025,Coppell Youth SA LIGHTNING,Coppell Youth SA,U9,m,7v7 Recreational,Bracket A,RED,8,5,2025-10-25,,yes
647375,Nido Águila 14G Gonzalez,Club America - Tarrant County,U12,f,9v9 Bronze II,Bracket B,RED,0,0,,,yes
210400,Solar ECNL RL 13B Tremblay,Solar SC,U13,m,11v11 Gold,Bracket A,RED,0,0,,,yes
523070,ULETE FC 16B Rab,Ulete FC,U10,m,,,RED,0,0,,,yes
647790,Avanti SA White NPL NTX B11,Avanti Soccer Academy,U15,m,DS Silver,Bracket B,MISSING,0,0,,,no
127797,Dallas Legacy 12G Olguin,Dallas Legacy,U14,f,11v11 Silver,Bracket A,RED,0,0,,,yes
352970,BVB 15B PreECNL Elite (Klassen),BVB International Academy Texas,U11,m,DS 9v9 Silver Elite,Bracket A,RED,0,0,,,yes
209632,NTX Celtic 16B Del Olmo,NTX Celtic FC,U10,m,9v9 Gold,Bracket A,RED,0,0,,,yes
612676,Dallas Surf 2013G NL TX-N,Dallas Surf,U13,f,11v11 Silver,Bracket A,GREEN,57,44,2026-05-09,1726.81,yes
646561,Southside Soccer 14B Black,Southside Soccer,U12,m,9v9 Silver Crossover,Bracket A,RED,1,1,2025-07-28,,yes
274348,Kernow Storm FC G13 API Lynch,Kernow Storm FC,U13,f,11v11 Bronze,Bracket A,RED,0,0,,1485.46,yes
661076,NTX United FC 2018B Balleza,NTX United FC,U8,m,4v4 Bronze,Bracket A,RED,0,0,,,yes
452126,BVB 18B Puma (DeSousa),BVB International Academy Texas,U8,m,7v7 18s Silver,Bracket A,RED,0,0,,1541.83,yes
544815,Athens Futbol Club - 12B Aguilar,Athens Futbol Club,U14,m,11v11 Silver,Bracket A,RED,0,0,,,yes
577503,FC Dallas Youth 16B Palmisano,FC Dallas Youth,U10,m,9v9 16s Silver,Bracket A,RED,0,0,,,yes
620522,DKSC 16B RAMOS,DKSC,U10,m,9v9 16s Silver,Bracket A,RED,0,0,,,yes
564974,Wildcats 18G,Lake Highlands SA,U8,f,4v4 Recreational,Bracket A,MISSING,0,0,,,no
411364,FC Strikers 11B,Strikers FC( Texas),U15,m,DS Silver,Bracket B,RED,0,0,,,yes
338205,Juventus Premier FC 14G Black Cantu,Juventus Premier Futbol Club,U12,f,11v11 Silver,Bracket A,RED,0,0,,1489.01,yes
363837,OK Energy FC 13G ECRL2,Oklahoma Energy FC,U13,f,11v11 Silver,Bracket A,RED,0,0,,,yes
385563,NTX United FC 2010B Costello,NTX United FC,U16,m,DS Bronze Crossover,Bracket A,RED,0,0,,,yes
480477,Atletico Dallas Youth 15G Welge,Atletico Dallas Youth,U11,f,9v9 DS Gold,Bracket B,RED,0,0,,,yes
263642,FC Dallas Youth Pre ECNL G16 Webb,FC Dallas Youth,U10,f,9v9 DS Gold,Bracket A,RED,0,0,,1499.73,yes
206219,Sting Pre-ECNL G14 Kovacevic,Sting Soccer Club,U12,f,11v11 DS Gold,Bracket A,RED,0,0,,1615.42,yes
450608,Sting Attack G13 H Pantoja,Sting Soccer Club,U13,f,11v11 Bronze,Bracket B,RED,0,0,,1436.71,yes
515832,Texoma FC 2011 Boys Red,Texoma Football Club,U15,m,DS Silver Elite,Bracket A,RED,0,0,,,yes
120385,TEXAS UNITED AC 11B ALDAMA,Texas United AC,U15,m,DS Silver Elite,Bracket A,YELLOW,7,5,2026-05-31,,yes
468764,Sting B17 Lucero,Sting Soccer Club,U10,m,9v9 17s,Bracket B,RED,0,0,,1624.15,yes
607909,Blue Dragons Ramirez 20,Mineral Wells Soccer,U6,m,Bronze,Bracket A,MISSING,0,0,,,no
691814,Atletico Dallas Youth 17G South Gray,Atletico Dallas Youth,U9,f,7v7 Bronze II Crossover,Bracket A,RED,3,3,2026-01-04,1426.43,yes
88917,Solar ECNL RL-NTX 11B Red,Solar SC,U15,m,DS Silver,Bracket A,GREEN,22,19,2026-05-18,,yes
122423,NTX Celtic 13B High,NTX Celtic FC,U13,m,11v11 Bronze Crossover,Bracket B,RED,0,0,,,yes
512002,Fort Worth Vaqueros FC 15 Alonzo,Fort Worth Vaqueros FC,U11,m,9v9 Bronze II,Bracket B,RED,0,0,,,yes
438739,Texas Warriors FC 2017G,Texas Warriors FC,U9,f,7v7 Bronze II Crossover,Bracket B,RED,0,0,,1435.47,yes
642320,Solar South 19G Guzman,Solar SC,U7,f,4v4 2019s,Bracket A,RED,0,0,,,yes
614141,ISW Academy 16 Oviedo,ISW Academy,U10,m,,,RED,0,0,,1468.28,yes
120670,OTIS F.C,Otis FC,U17,m,Bracket B,Bracket A,RED,0,0,,,yes
625861,Dallas Surf 17B North Black,Dallas Surf,U9,m,7v7 Bronze Crossover,Bracket B,RED,4,3,2026-01-18,1491.30,yes
404872,Chili Peppers 18G,GLASA,U8,f,4v4 Recreational,Bracket A,RED,0,0,,,yes
625826,Dallas Surf 2013B NL TX-N,Dallas Surf,U13,m,11v11 Bronze II,Bracket B,RED,0,0,,,yes
475356,North Texas Elite 2015G Pina,North Texas Elite SC,U11,f,9v9 Silver,Bracket A,RED,0,0,,,yes
387583,Sting Pre ECNL B16 Lucero,Sting Soccer Club,U11,m,DS 9v9 Silver Elite,Bracket A,RED,0,0,,1600.99,yes
639034,Atletico Dallas Youth Central 18B White,Atletico Dallas Youth,U8,m,7v7 Bronze,Bracket A,RED,0,0,,1456.99,yes
625812,Dallas Surf 12B Blue,Dallas Surf,U14,m,11v11 Bronze II,Bracket B,RED,0,0,,,yes
500550,Dallas Surf 11G Black,Dallas Surf,U15,f,Silver,Bracket A,GREEN,21,16,2026-05-09,1564.58,yes
380066,Solar South 17G Guzman,Solar SC,U10,f,9v9 17s,Bracket A,RED,0,0,,1483.95,yes
590352,FC Dallas Youth 17B Central Mata,FC Dallas Youth,U9,m,7v7 Silver,Bracket A,YELLOW,8,8,2026-03-29,1538.97,yes
686296,FC Dallas Youth 18B Mata Central,FC Dallas Youth,U8,m,4v4 Silver,Bracket A,RED,0,0,,1500.96,yes
91775,Fever United 14G Wright,Fever United,U12,f,9v9 Bronze II,Bracket B,RED,0,0,,,yes
209911,GLASA Scorpions 12B,GLASA,U14,m,11v11 Bronze II,Bracket A,RED,4,4,2025-08-10,1441.26,yes
242929,Sting Pre-ECNL G14 H Martinez,Sting Soccer Club,U12,f,11v11 DS Gold,Bracket A,RED,0,0,,1543.13,yes
582485,GLASA Goal Getters 18B,GLASA,U8,m,4v4 Bronze,Bracket B,RED,3,3,2025-12-21,,yes
396557,Fever United 12B (Prev. Nido Águila Tarrant 12B Tovar),Fever United,U14,m,11v11 Bronze,Bracket C,RED,0,0,,,yes
299334,Dallas Texans 2018 Girls Dallas,Dallas Texans,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket B,RED,3,3,2025-09-21,1466.02,yes
124196,Pinnacle Soccer Academy 16B,Independent Teams - NTX,U10,m,9v9 Bronze II Crossover,Bracket C,RED,0,0,,,yes
205965,TAG 16B Black,TAG Soccer,U10,m,9v9 Bronze,Bracket A,RED,0,0,,,yes
261287,Texas Spurs FC 13B,Texas Spurs,U13,m,11v11 Silver,Bracket A,RED,0,0,,,yes
385588,Solar 14B Jenkins,Solar SC,U13,m,11v11 Silver 14s,Bracket A,RED,0,0,,1566.42,yes
534498,Solar 18G Jenkins,Solar SC,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket B,RED,0,0,,1439.14,yes
640564,ULETE FC 17G Josh,Ulete FC,U9,f,7v7 Silver,Bracket A,RED,3,3,2026-04-12,1498.08,yes
651878,ULETE FC 18G Jasmine,Ulete FC,U8,f,4v4 Bronze,Bracket A,RED,0,0,,1463.15,yes
588213,Forms Academy 19,Forms Academy,U7,m,Gold 4v4,Bracket B,RED,0,0,,1541.01,yes
651875,ULETE FC 18B Jasmine,Ulete FC,U8,m,4v4 Silver,Bracket A,RED,0,0,,1455.25,yes
390230,Lions Futbol Club 2011B,Lions Futbol Club,U15,m,DS Silver Elite,Bracket A,RED,0,0,,1523.41,yes
612399,Solar West 15B Garcia.S PreECNL,Solar SC,U12,m,9v9 Silver Crossover,Bracket A,YELLOW,14,14,2026-02-01,1468.82,yes
544813,Athens Futbol Club - 15G Gonzalez,Athens Futbol Club,U11,f,9v9 Bronze II,Bracket B,RED,0,0,,,yes
531954,Thunder United SC 15B Red,Thunder United Soccer Club,U11,m,9v9 Bronze,Bracket A,RED,0,0,,,yes
537575,GLASA LADYBUGS 17G,GLASA,U9,f,7v7 Bronze II Crossover,Bracket A,RED,3,3,2025-11-22,,yes
522356,Dallas Texans 2018 Boys South,Dallas Texans,U9,m,18s,Bracket A,YELLOW,6,6,2026-04-13,1534.46,yes
404320,Sting FTW G17 Rey,Sting Soccer Club,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket A,RED,0,0,,1532.39,yes
441884,Soccerplex United 17B Red,Soccerplex United,U9,m,7v7 Silver,Bracket B,RED,0,0,,1452.34,yes
632643,PSG DFW 09B ORTEGA,Paris Saint-Germain Academy DFW,U17,m,Bracket B,Bracket A,RED,0,0,,,yes
505988,Fever United 12G Schott,Fever United,U14,f,11v11 Bronze Crossover,Bracket B,GREEN,70,42,2026-05-31,,yes
85290,Juventus Premier FC 12G,Juventus Premier FC,U14,f,11v11 Silver,Bracket A,RED,0,0,,,yes
96187,FC Dallas Youth 15G North White,FC Dallas Youth,U11,f,9v9 Silver,Bracket A,RED,0,0,,,yes
586785,BVB 13G GA,BVB International Academy Texas,U13,f,Dallas Showcase Super Group 13s,Bracket A,RED,0,0,,1501.77,yes
81594,Coppell FC 11G Morales,Coppell Youth SA,U15,f,Silver,Bracket B,RED,0,0,,,yes
587363,Dallas Texans 2019 Boys Black Dallas,Dallas Texans,U7,m,Gold 4v4,Bracket A,RED,3,3,2025-12-21,1541.01,yes
149444,FC DIVAS XIII,FCD,U13,f,11v11 Silver,Bracket B,RED,0,0,,,yes
106525,Plano Planets,,U16,m,DS Bronze Crossover,Bracket B,RED,0,0,,,yes
65128,Fever United 10B Jacobo,Fever United,U16,m,DS Bronze Crossover,Bracket B,RED,0,0,,,yes
524735,Nido Aguila Mt. Pleasant,Club America (TX),U16,m,DS Silver Crossover,Bracket A,RED,0,0,,,yes
672639,ISW Academy 20 Muñoz,ISW Academy,U6,m,Bronze,Bracket B,RED,0,0,,1470.02,yes
642947,FC Dallas Youth 18G Webb,FC Dallas Youth,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket B,RED,0,0,,1596.84,yes
625830,Dallas Surf 14G White,Dallas Surf,U12,f,11v11 Silver,Bracket A,RED,0,0,,,yes
96125,FC Dallas Youth 15G Blue,FC Dallas Youth,U11,f,9v9 Silver,Bracket B,RED,0,0,,,yes
452033,DSA Dallas Blues 19B,,U8,m,4v4 Bronze,Bracket A,RED,0,0,,1503.36,yes
452034,Dallas Blues 19G,,U7,f,4v4 2019s,Bracket A,RED,0,0,,,yes
505380,BVB 18G Gold (DeWet),BVB International Academy Texas,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket B,YELLOW,17,15,2026-02-01,,yes
541502,Arl Rodriguez/South Dallas Leon 15B,Arlington SA,U11,m,9v9 Bronze II,Bracket B,RED,0,0,,,yes
640234,North Texas Elite 2020B Pina,North Texas Elite SC,U6,m,Gold,Bracket A,RED,0,0,,1514.33,yes
649980,South Dallas Leon 2014B,Independent Teams - NTX,U12,m,9v9 Bronze,Bracket C,RED,0,0,,,yes
527493,Texas Spurs FC 10B White,Texas Spurs,U16,m,DS Bronze Crossover,Bracket B,RED,0,0,,,yes
82918,FC Dallas Youth 11G North White,FC Dallas Youth,U15,f,Silver Elite Crossover,Bracket A,RED,0,0,,,yes
364378,BVB 15B Black (DeSousa),BVB International Academy Texas,U11,m,9v9 Bronze,Bracket C,RED,0,0,,,yes
547107,ULETE FC 15B Simon,Ulete FC,U11,m,9v9 Bronze,Bracket B,RED,0,0,,,yes
669148,DSA Dallas Blues 19/18B Dev.,,U8,m,4v4 Bronze,Bracket B,MISSING,0,0,,,no
631197,Metro West Wolves 16B Rogers,Metro West SC,U10,m,9v9 Bronze II Crossover,Bracket B,RED,0,0,,,yes
507940,BVB 15B PreECNL White (DeSousa),BVB International Academy Texas,U11,m,9v9 Silver,Bracket B,RED,0,0,,,yes
365055,DKSC 16/17B DE LA CRUZ BLACK,DKSC,U10,m,9v9 Bronze,Bracket B,RED,0,0,,1423.20,yes
233278,DKSC 16B Pre-ECNL DE LA CRUZ,DKSC,U10,m,9v9 Gold,Bracket A,RED,0,0,,,yes
298249,Fortress FC 15G,Fortress FC,U11,f,9v9 Bronze II,Bracket A,RED,0,0,,,yes
703397,BVB 17/18G White East (Solares),BVB International Academy Texas,U9,f,7v7 Bronze II Crossover,Bracket B,GREEN,20,20,2026-05-30,,yes
496853,Fever United 12B Morrow,Fever United,U14,m,11v11 Bronze II,Bracket B,RED,0,0,,,yes
637598,Texoma FC 2010 Girls Red,Texoma Football Club,U16,f,HS 2,Bracket A,RED,0,0,,,yes
666725,Villarreal NTX 16B,Villarreal NTX,U10,m,9v9 16s Silver Elite,Bracket A,RED,0,0,,,yes
361688,Solar 11G Givens ECNL RL NTX,Solar SC,U15,f,Silver Elite Crossover,Bracket A,RED,0,0,,1564.36,yes
536477,Revolution Premier SC 15G,Revolution Premier SC,U11,f,9v9 Bronze,Bracket A,RED,0,0,,,yes
454411,Revolution Premier SC 16G Blue,Revolution Premier SC,U10,f,9v9 Bronze II,Bracket B,RED,4,4,2026-03-01,,yes
688610,Fever United 11B Yellow,Fever United,U15,m,DS Silver Elite,Bracket A,MISSING,0,0,,,no
532048,Atletico Dallas Youth Central 16B White,Atletico Dallas Youth,U10,m,9v9 Bronze II Crossover,Bracket C,RED,0,0,,1459.20,yes
520052,AlphaForms'16G,Forms Academy,U10,f,9v9 DS Gold,Bracket A,RED,3,3,2025-12-07,,yes
541887,AlphaForms'17G,Forms Academy,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket A,RED,3,3,2025-11-23,1577.80,yes
154329,Cobras,Little Elm Youth SA,U11,m,9v9 Bronze II,Bracket C,RED,2,2,2025-08-03,,yes
625811,Dallas Surf South 12B Black,Dallas Surf,U14,m,11v11 Bronze II,Bracket C,GREEN,10,7,2026-05-17,,yes
623896,FC Dallas Youth 15B Navy,FC Dallas Youth,U11,m,Silver II,Bracket A,RED,0,0,,,yes
523908,Dallas Texans 2019 Boys White Dallas,Dallas Texans,U7,m,Bronze 4v4,Bracket A,RED,0,0,,1484.74,yes
370310,Sting FTW G17 Kovacevic,Sting Soccer Club,U9,f,7v7 Silver,Bracket A,RED,5,4,2025-09-01,,yes
387622,Dallas Texans 2018 Boys Red Dallas,Dallas Texans,U8,m,7v7 18s Silver,Bracket B,RED,0,0,,1471.37,yes
401805,Dutch Lionesses 14G AJAX,Dutch FC,U12,f,11v11 Bronze,Bracket A,RED,0,0,,,yes
120846,Dallas Cosmos 11G White,Dallas Cosmos Soccer Club,U15,f,Silver,Bracket B,RED,5,5,2025-05-18,,yes
82916,FC Dallas Youth 11G White,FC Dallas Youth,U15,f,Silver,Bracket B,RED,0,0,,1467.46,yes
386019,FC Dallas Youth Pre ECNL G16 Avant West,FC Dallas Youth,U10,f,9v9 Silver,Bracket B,RED,0,0,,,yes
62113,BVB 14G East (Brown),BVB International Academy Texas,U12,f,11v11 Silver,Bracket A,RED,0,0,,,yes
579139,FC Guardians 2016,FC Guardians,U10,m,9v9 Bronze,Bracket A,RED,0,0,,,yes
494964,FC Guardians 2017,FC Guardians,U9,m,7v7 Bronze Crossover,Bracket B,RED,3,3,2025-12-07,1473.82,yes
389719,Texas Warriors FC 16G Red,Texas Warriors FC,U10,f,9v9 Bronze II,Bracket A,RED,4,3,2025-08-31,1440.09,yes
233273,DKSC 20B DE LA CRUZ,DKSC,U6,m,Bronze,Bracket B,MISSING,0,0,,,no
636821,Dallas Surf 15B Black,Dallas Surf,U11,m,9v9 Silver,Bracket C,RED,0,0,,,yes
122826,Dortmund 17B,Independent Teams - NTX,U9,m,7v7 Bronze II,Bracket A,GREEN,14,7,2026-05-03,1408.92,yes
122868,Dortmund 18B,Independent Teams - NTX,U8,m,7v7 Bronze,Bracket B,RED,0,0,,1494.47,yes
452458,Thunder United SC 13B Gold,Thunder United Soccer Club,U13,m,11v11 Bronze II,Bracket A,RED,0,0,,,yes
450821,NTX United FC 2014G Smith,NTX United FC,U13,f,11v11 Bronze,Bracket B,RED,0,0,,1534.07,yes
248284,BVB 11G Black East (Contreras),BVB International Academy Texas,U15,f,Silver,Bracket A,RED,0,0,,,yes
68358,Fever United 12B Phiri,Fever United,U14,m,11v11 Silver,Bracket A,RED,0,0,,,yes
579647,Sting B18 Guess,Sting Soccer Club,U8,m,7v7 18s Silver,Bracket B,RED,0,0,,1638.04,yes
210381,Dallas Hornets 15G (Prev Alpha),Dallas Hornets,U12,f,11v11 DS Gold,Bracket A,RED,0,0,,,yes
624279,BVB 17G Black East Solares,BVB International Academy Texas,U9,f,7v7 Silver,Bracket A,RED,0,0,,,yes
166771,Solar South 15G Adames,Solar SC,U12,f,11v11 DS Gold,Bracket A,RED,0,0,,1550.83,yes
383382,Solar South 16G Adames,Solar SC,U11,f,9v9 DS Gold,Bracket A,RED,0,0,,1586.24,yes
522200,IRVING VELOCITY SC 12 BR,Irving Soccer Association,U14,m,11v11 Bronze II,Bracket B,RED,0,0,,,yes
662850,Kernow Storm FC B10 ECNL RL Alexander,Kernow Storm FC,U16,m,DS Silver Crossover,Bracket B,MISSING,0,0,,,no
659289,Dallas Texans 2020 Boys Red Dallas,Dallas Texans,U7,m,Gold 4v4,Bracket A,RED,0,0,,1593.77,yes
633235,Solar 11G Richardson RL NTX,Solar SC,U15,f,Silver,Bracket A,RED,0,0,,,yes
441539,Sting Attack 17G D Sarmiento,Sting Soccer Club,U10,f,9v9 DS Gold,Bracket B,YELLOW,11,10,2026-01-04,1514.43,yes
450822,NTX United FC 2017B Costello,NTX United FC,U9,m,7v7 Bronze Crossover,Bracket B,RED,0,0,,1447.21,yes
655127,Arl Cruz/JPFC 20B,Arlington SA,U6,m,Bronze,Bracket A,MISSING,0,0,,,no
538656,NTX United FC 2016B Costello,NTX United FC,U10,m,9v9 Bronze,Bracket B,YELLOW,6,5,2026-03-15,,yes
647952,NTX United FC 2016B Herrera,NTX United FC,U10,m,9v9 Bronze II Crossover,Bracket A,RED,0,0,,,yes
403434,LCSA Warriors,Lake Cities SA,U8,f,4v4 Bronze,Bracket B,RED,3,3,2025-10-25,1534.93,yes
88993,Sting Royal ECNL RL NTX G13 Brave Oliver,Sting Soccer Club,U13,f,Dallas Showcase Super Group 13s,Bracket A,RED,0,0,,1510.64,yes
107538,DFW United 11G Sutherland,DFW United SC,U15,f,Silver Elite Crossover,Bracket A,RED,0,0,,1590.72,yes
614131,ISW Academy 10G,ISW Academy,U16,f,HS 2,Bracket A,RED,0,0,,,yes
606148,ISW Academy 12G Ramirez,ISW Academy,U14,f,11v11 Bronze Crossover,Bracket A,RED,0,0,,,yes
354265,DKSC 18B DE LA CRUZ,DKSC,U8,m,4v4 Silver,Bracket A,RED,3,3,2025-08-17,1442.49,yes
643194,Sting Attack B19/20 D Sarmiento,Sting Soccer Club,U7,m,Silver 4v4,Bracket B,MISSING,0,0,,,no
577109,North Texas Elite 18B Soto,North Texas Elite SC,U8,m,7v7 18s Silver,Bracket A,RED,0,0,,1528.34,yes
657244,Texas Lonestars FC,Texas Lonestars FC,U6,m,Gold,Bracket A,YELLOW,6,6,2026-02-22,1514.15,yes
672503,Texas Lonestars FC 19B,Texas Lonestars FC,U7,m,Bronze 4v4,Bracket A,RED,0,0,,1431.13,yes
646542,Solar 14G Tremblay Gold,Solar SC,U12,f,11v11 Bronze,Bracket A,RED,4,4,2025-08-31,,yes
184133,Cannonballs FC 17B,Lake Highlands SA,U9,m,7v7 Recreational,Bracket A,MISSING,0,0,,,no
637021,DKSC 11B RODRIGUEZ ETX,DKSC,U15,m,DS Silver Elite,Bracket A,RED,0,0,,,yes
615139,DFW United SC 18G Sutherland,DFW United SC,U8,f,7v7 Silver,Bracket A,RED,0,0,,1491.49,yes
