team_id,team_name,club,event_age,gender,division,bracket,assignment_source,coverage,rating,flag
167646,Kernow Storm FC B13 Red River NPL H.Espinosa,Kernow Storm FC,U13,m,11v11 Gold,Bracket A,registrar,RED,,ranking-uncertain
139099,Dallas Legacy 15G Arroyo,Dallas Legacy,U11,f,9v9 Bronze,Bracket B,registrar,RED,1501.45,ranking-uncertain
485179,Dallas Legacy 17B Arroyo,Dallas Legacy,U9,m,7v7 Recreational,Bracket A,registrar,RED,1390.04,ranking-uncertain
636940,Atletico Dallas Youth 18G Meighen,Atletico Dallas Youth,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket B,registrar,YELLOW,1580.36,
634194,Solar East 17B Gonzales,Solar SC,U9,m,7v7 Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
534291,Juventus Premier FC 14B Cantu,Juventus Premier Futbol Club,U12,m,9v9 Silver Crossover,Bracket A,registrar,GREEN,,ranking-uncertain
645462,-Juventus Premier FC 2019B,Juventus Premier Futbol Club,U7,m,Bronze 4v4,Bracket B,registrar,RED,1487.54,ranking-uncertain
641387,Arsenal CF 09B,Independent Teams - NTX,U17,m,DS Silver,Bracket A,registrar,RED,1498.62,ranking-uncertain
633580,NTX Celtic 19B Monk West,NTX Celtic FC,U7,m,Silver 4v4,Bracket A,registrar,RED,1484.40,ranking-uncertain
356455,Dallas Surf 17G East Blue,Dallas Surf,U10,f,9v9 17s,Bracket A,registrar,RED,1468.74,ranking-uncertain
620580,Sting WTX G15 Fernandez,Sting Soccer Club,U11,f,9v9 Bronze,Bracket B,registrar,GREEN,,ranking-uncertain
513849,ETX United 16G - Swiney,East Texas United SC,U10,f,9v9 Silver,Bracket B,registrar,YELLOW,,ranking-uncertain
693399,Falls Town FC 17G,Falls Town FC,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket B,registrar,RED,1498.00,ranking-uncertain
524255,NTX Celtic 14B Shaffer West,NTX Celtic FC,U12,m,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
288181,NTX Celtic FC Pre-ECNL B14 Shaffer,NTX Celtic FC,U13,m,11v11 Silver 14s,Bracket B,registrar,RED,1663.68,
576833,ULETE FC 17G RAB,Ulete FC,U9,f,7v7 Bronze II Crossover,Bracket A,registrar,RED,1476.04,ranking-uncertain
260098,Sting FTW G16 Oliver,Sting Soccer Club,U10,f,9v9 Silver,Bracket A,registrar,RED,,ranking-uncertain
553844,RPSC 16B Mercado_Blue,Revolution Premier SC,U10,m,9v9 16s Silver Elite,Bracket A,registrar,RED,,ranking-uncertain
408758,Atletico Dallas Youth 16Gs Central Pre ECNL Meighan,Atletico Dallas Youth,U10,f,9v9 Silver,Bracket A,registrar,RED,,ranking-uncertain
478937,Atletico Dallas Youth Pre-ECNL G16 Meighen,Atletico Dallas Youth,U10,f,9v9 DS Gold,Bracket A,registrar,RED,1471.12,ranking-uncertain
251738,Sting WTX B14 Fernandez,Sting Soccer Club,U13,m,11v11 Bronze 14s,Bracket A,registrar,RED,1468.50,ranking-uncertain
683403,Little Gunners - Segura,Heart of Texas Soccer,U6,m,Bronze,Bracket A,registrar,RED,1487.19,ranking-uncertain
280420,GLASA Raichu 16B,GLASA,U10,m,,,NEEDS-SLOTTING,RED,,ranking-uncertain
640464,ULETE FC 13G Chris,Ulete FC,U13,f,11v11 Bronze,Bracket A,registrar,RED,,ranking-uncertain
695547,ULETE FC 18B Degrenier,Ulete FC,U8,m,4v4 Bronze,Bracket A,registrar,RED,,ranking-uncertain
509792,Solar South 18G Guzman,Solar SC,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket A,registrar,RED,1595.84,ranking-uncertain
547188,ULETE FC 17B Simon,Ulete FC,U9,m,7v7 Bronze Crossover,Bracket A,registrar,RED,1411.10,ranking-uncertain
529243,ULETE FC 12G Andre,Ulete FC,U14,f,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
640499,ULETE FC 14G Carlo,Ulete FC,U12,f,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
658389,ULETE FC 20B Jordan,Ulete FC,U6,m,Bronze,Bracket B,registrar,MISSING,,
651942,ULETE FC 19B Jordan,Ulete FC,U7,m,Bronze 4v4,Bracket B,registrar,RED,1421.02,ranking-uncertain
698802,ULETE FC 18/19G Serame,Ulete FC,U8,f,4v4 Bronze,Bracket A,registrar,RED,,ranking-uncertain
651871,ULETE FC 20/19G Jordan,Ulete FC,U7,f,4v4 2019s,Bracket A,registrar,RED,1431.01,ranking-uncertain
695412,ULETE FC 19B Degrenier Blue,Ulete FC,U7,m,Silver 4v4,Bracket B,registrar,RED,1505.82,ranking-uncertain
697599,ULETE FC 18B Hanibal,Ulete FC,U8,m,4v4 Bronze,Bracket B,registrar,RED,,ranking-uncertain
572567,ULETE FC 15G Andre,Ulete FC,U11,f,9v9 DS Gold,Bracket B,registrar,RED,,ranking-uncertain
442024,BVB 16B Pre ECNL Brown,BVB International Academy Texas,U10,m,9v9 16s Silver,Bracket A,registrar,RED,,ranking-uncertain
123743,Lioness Select 13G,Independent Teams - NTX,U13,f,11v11 Bronze,Bracket B,registrar,RED,,ranking-uncertain
330123,Sting WTX B16 Albarado,Sting Soccer Club,U10,m,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
704964,Atlético United FC,Atletico United FC,U11,m,Silver II,Bracket B,registrar,RED,,ranking-uncertain
330347,TAG Pre ECNL 15B Gold East,TAG Soccer,U11,m,9v9 Silver,Bracket A,registrar,RED,,ranking-uncertain
334798,Atletico Dallas Youth 15G Williams,Atletico Dallas Youth,U11,f,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
636127,Dutch Lions 14B Sparta,Dutch FC,U12,m,9v9 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
634886,NTX Celtic 16B Monk West,NTX Celtic FC,U10,m,9v9 Bronze II Crossover,Bracket B,registrar,RED,,ranking-uncertain
480478,Atletico Dallas Youth 14B Welge,Atletico Dallas Youth,U12,m,9v9 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
579421,Dallas Surf 18/19B East,Dallas Surf,U8,m,4v4 Bronze,Bracket B,registrar,RED,1424.78,ranking-uncertain
333942,Avanti Pre-Academy 17B Red Cavazos,Avanti Soccer Academy,U10,m,7v7 Gold,Bracket A,registrar,RED,,ranking-uncertain
287678,Avanti PreAcademy 16B Red Cavazos,Avanti Soccer Academy,U10,m,9v9 16s Silver,Bracket A,registrar,RED,,ranking-uncertain
405293,StrikerZ DFW 2012B Purple,StrikerZ DFW,U14,m,11v11 Bronze,Bracket C,registrar,RED,,ranking-uncertain
516663,StrikerZ DFW 2012G Purple,StrikerZ DFW,U14,f,11v11 Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
404131,StrikerZ DFW 2013B Purple,StrikerZ DFW,U13,m,11v11 Bronze Crossover,Bracket B,registrar,YELLOW,,ranking-uncertain
600249,DKSC 19B GARCIA,DKSC,U7,m,Silver 4v4,Bracket A,registrar,RED,1495.47,ranking-uncertain
634543,Atletico Dallas Youth Blue ECNL-RL NTX B09,Atletico Dallas Youth,U17,m,Bracket B,Bracket A,registrar,RED,1453.00,ranking-uncertain
82976,FC Dallas Youth Red ECNL RL NTX G13,FC Dallas Youth,U13,f,Dallas Showcase Super Group 13s,Bracket A,registrar,RED,,ranking-uncertain
405579,Juventus Premier FC 16B Sikora,Juventus Premier Futbol Club,U10,m,9v9 16s Silver Elite,Bracket A,registrar,RED,,ranking-uncertain
516598,RPSC 13B Mercado,Revolution Premier SC,U13,m,11v11 Bronze Crossover,Bracket B,registrar,RED,,ranking-uncertain
521886,RPSC 17B Mercado,Revolution Premier SC,U9,m,7v7 Bronze II,Bracket A,registrar,RED,1443.38,ranking-uncertain
549269,RPSC 18B Mercado,Revolution Premier SC,U8,m,7v7 Bronze,Bracket A,registrar,GREEN,1441.39,move-down → 4v4 Silver
638843,RPSC 19B Mercado_White,Revolution Premier SC,U7,m,Bronze 4v4,Bracket A,registrar,RED,1412.06,ranking-uncertain
693983,Sting WTX G14 Jimenez,Sting Soccer Club,U12,f,11v11 DS Gold,Bracket A,registrar,RED,,ranking-uncertain
639228,Revolution Premier SC 18G Black,Revolution Premier SC,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket A,registrar,RED,1581.36,ranking-uncertain
580876,NTX United FC 2018 Tredway,NTX United FC,U8,m,7v7 Bronze,Bracket A,registrar,RED,1473.79,ranking-uncertain
661366,South 18G Gold,HTX,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket A,registrar,RED,1487.82,ranking-uncertain
520251,Atletico Dallas Youth 09G Clark,Atletico Dallas Youth,U17,f,HS 1,Bracket B,registrar,RED,,ranking-uncertain
621115,Sting Pre ECNL G16 Robles,Sting Soccer Club,U10,f,9v9 DS Gold,Bracket A,registrar,GREEN,1453.54,move-down → 9v9 16s Silver Elite
704595,Pumas SC 19 ZAM,Duncanville SA,U7,m,Silver 4v4,Bracket B,registrar,MISSING,,
488693,BVB 14B PreECNL Yellow (Suffredin),BVB International Academy Texas,U13,m,11v11 Silver 14s,Bracket A,registrar,RED,1528.45,ranking-uncertain
486124,Dallas Surf 12B South,Dallas Surf,U14,m,11v11 Bronze,Bracket A,registrar,YELLOW,,ranking-uncertain
560234,Dallas Texans 2020 Boys Dallas,Dallas Texans,U6,m,Gold,Bracket A,registrar,RED,1515.54,ranking-uncertain
616668,Texas Premier SC 16B,Texas Premier SC,U10,m,9v9 Bronze,Bracket A,registrar,YELLOW,,ranking-uncertain
697618,Texas Premier SC U12,Texas Premier SC,U12,m,9v9 Silver Crossover,Bracket A,registrar,RED,1537.20,ranking-uncertain
636891,Atletico Dallas Youth 14G Enciso,Atletico Dallas Youth,U12,f,9v9 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
396897,Pflugerville Rayados 2015,Mortega Soccer Club Laredo Youth Soccer Academy,U11,m,DS 9v9 Silver Elite,Bracket B,registrar,RED,1460.16,ranking-uncertain
151633,Rayados MOrtega 2013 Blue,Laredo Youth Soccer Assn,U13,m,11v11 Gold,Bracket A,registrar,RED,,ranking-uncertain
516534,Rayados MOrtega 2013 White,Laredo Youth Soccer Assn,U13,m,11v11 Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
448624,Rayados Pflugerville 16,Mortega Soccer Club Laredo Youth Soccer Academy,U10,m,9v9 Gold,Bracket A,registrar,RED,1506.16,ranking-uncertain
448477,Rayados Pflugerville 17,Mortega Soccer Club Laredo Youth Soccer Academy,U10,m,9v9 17s,Bracket B,registrar,RED,1563.04,ranking-uncertain
516535,Rayados MOrtega 11/12,Laredo Youth Soccer Assn,U15,m,DS Bronze,Bracket B,registrar,RED,,ranking-uncertain
678221,Rayados Pflugerville 2016 White TYPL,Texas Youth Premier League,U10,m,,,NEEDS-SLOTTING,RED,,ranking-uncertain
570607,Rayados Pflugerville 2018,Mortega Soccer Club Laredo Youth Soccer Academy,U8,m,7v7 18s Silver,Bracket A,registrar,RED,1509.58,ranking-uncertain
678227,Rayados Pflugerville 2018 White TYPL,Texas Youth Premier League,U8,m,7v7 Bronze,Bracket C,registrar,MISSING,,
369682,17G Nike Volt,RISE Soccer Club,U9,f,7v7 Silver,Bracket A,registrar,YELLOW,1524.84,move-up → 18s
364344,Dallas Surf 17G East Black,Dallas Surf,U10,f,9v9 DS Gold,Bracket B,registrar,RED,1585.58,ranking-uncertain
458924,BVB 15G Yellow (Ibrahimpasic),BVB International Academy Texas,U11,f,9v9 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
262107,Premier FA 2008B Green,Premier Futbol Academy of San Antonio,U18,m,DS 08-09,Bracket A,registrar,RED,1549.89,ranking-uncertain
483054,FC Dallas High Plains 2015 Girls Blue,FC Dallas High Plains,U11,f,9v9 Bronze,Bracket A,registrar,RED,1531.98,ranking-uncertain
483053,FC Dallas High Plains 2015 Girls Red,FC Dallas High Plains,U11,f,9v9 DS Gold,Bracket A,registrar,RED,,ranking-uncertain
380587,Dutch Lions 14B PSV,Dutch FC,U12,m,9v9 Bronze,Bracket B,registrar,RED,1478.13,ranking-uncertain
708343,ULETE FC 14/15 Hanibal,Ulete FC,U12,m,9v9 Bronze II,Bracket B,registrar,MISSING,,
100365,Texas Spurs FC 11B,Texas Spurs,U15,m,DS Silver,Bracket A,registrar,RED,,ranking-uncertain
100366,Texas Spurs FC 10B Blue,Texas Spurs,U16,m,DS Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
146891,DFW United SC 16B - BLUE,DFW United SC,U10,m,9v9 16s Silver Elite,Bracket B,registrar,RED,1495.78,ranking-uncertain
640216,Rayados MOrtega 2014 White,Laredo Youth Soccer Assn,U12,m,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
204390,Dallas Surf 13G White,Dallas Surf,U13,f,11v11 Bronze,Bracket A,registrar,RED,,ranking-uncertain
83029,FC Dallas Youth 13G North White,FC Dallas Youth,U13,f,11v11 Silver,Bracket B,registrar,RED,,ranking-uncertain
655210,DFW United SC 16B - WHITE,DFW United SC,U10,m,,,NEEDS-SLOTTING,RED,,ranking-uncertain
150463,Statik '10 Boys,Statik Futbol Club,U16,m,DS Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
450578,NTX Celtic 15B Strange South,NTX Celtic FC,U11,m,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
450377,Revolution Premier SC 18G Blue,Revolution Premier SC,U8,f,7v7 Silver,Bracket A,registrar,RED,1451.44,ranking-uncertain
658982,Atletico Dallas Youth FTW 15B Blue,Atletico Dallas Youth,U11,m,Silver II,Bracket C,registrar,RED,,ranking-uncertain
704626,Angels,North Fort Worth Alliance SA,U8,f,4v4 Recreational,Bracket A,registrar,MISSING,,
269607,ATLETICO DALLAS YOUTH NPL NTX 10G HERNANDEZ-WTX,Atletico Dallas Youth,U16,f,HS 2,Bracket A,registrar,RED,,ranking-uncertain
253925,OK Energy FC 12B Red,Oklahoma Energy FC,U14,m,11v11 Bronze,Bracket B,registrar,GREEN,,ranking-uncertain
634238,FC Dallas East Texas 2014/15 G - Sabillon - BLUE,FC Dallas ETX,U12,f,9v9 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
405813,Atletico Dallas Youth Pre ECNL 16B HERNANDEZ-WTX,Atletico Dallas Youth,U10,m,9v9 16s Silver,Bracket B,registrar,MISSING,,
644733,Titan Warriors 13B,Independent Teams - NTX,U13,m,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
631678,NTX Celtic 14G Holden,NTX Celtic FC,U12,f,9v9 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
635771,Solar 15B Molano PreECNL Red,Solar SC,U11,m,DS 9v9 Silver Elite,Bracket B,registrar,RED,1504.26,ranking-uncertain
79154,GLASA Roaring Lions 14G,GLASA,U12,f,9v9 Bronze II,Bracket A,registrar,GREEN,,ranking-uncertain
529657,Coppell FC 18G Mobley Red,Coppell FC,U8,f,Dallas Showcase Super Group 7v7 18s,Bracket A,registrar,RED,1473.44,ranking-uncertain
574776,Coppell FC 18G Mobley White,Coppell FC,U8,f,4v4 Bronze,Bracket A,registrar,RED,1364.92,ranking-uncertain
77860,Kernow Storm FC WTX B08 Lubbock,Kernow Storm FC,U18,m,DS 08-09,Bracket A,registrar,RED,1564.11,ranking-uncertain
702797,Dallas Deportivo F.C. 15,Dallas Deportivo FC,U11,f,9v9 Bronze II,Bracket A,registrar,MISSING,,
138606,FC LEGENDS UTD 10/11B Red,FC LEGENDS UTD,U16,m,DS Bronze Crossover,Bracket B,registrar,RED,,ranking-uncertain
127580,Sting NPL NTX B13 Pitcock/C Rodriguez,Sting Soccer Club,U13,m,11v11 Silver,Bracket A,registrar,RED,,ranking-uncertain
647985,Toros FC 2018/2019 Black,El Paso Premier League,U8,m,7v7 18s Silver,Bracket B,registrar,RED,,ranking-uncertain
717023,Toros FC 2009/2010 Black,El Paso Premier League,U17,m,DS Silver,Bracket A,registrar,MISSING,,
643973,TOROS FC 2014 Black,El Paso Premier League,U12,m,9v9 Bronze,Bracket C,registrar,RED,,ranking-uncertain
693244,Toros FC 2016 Black,El Paso Premier League,U10,m,,,NEEDS-SLOTTING,GREEN,,ranking-uncertain
686963,Toros FC 2017 Black,El Paso Premier League,U9,m,7v7 Silver,Bracket A,registrar,RED,,ranking-uncertain
720833,Toros FC 2011/2012 Neon,El Paso Premier League,U15,m,DS Bronze,Bracket A,registrar,MISSING,,
10904,Colorado United 2010B Red,Colorado United,U16,m,DS Silver Crossover,Bracket B,registrar,RED,,ranking-uncertain
537196,BVB 17/18G Oldham,BVB International Academy Texas,U9,f,7v7 Silver,Bracket A,registrar,RED,1498.10,ranking-uncertain
709418,Solar North 16G,Solar SC,U11,f,9v9 DS Gold,Bracket A,registrar,RED,1601.98,ranking-uncertain
510811,Dallas Surf 14G East Silver,Dallas Surf,U12,f,11v11 Silver,Bracket A,registrar,YELLOW,,ranking-uncertain
330126,BVB 15G Black (Oldham),BVB International Academy Texas,U11,f,9v9 Silver,Bracket C,registrar,RED,,ranking-uncertain
138605,FC LEGENDS UTD 15B Black,FC LEGENDS UTD,U11,m,9v9 Bronze,Bracket C,registrar,RED,,ranking-uncertain
138604,FC LEGENDS UTD 15B Red,FC LEGENDS UTD,U11,m,9v9 Bronze II,Bracket C,registrar,RED,,ranking-uncertain
521584,U13 Boys Gold - GO,GFI Academy,U13,m,11v11 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
620286,Rayos 19B blue 4v4 A,Rayos FC,U7,m,Gold 4v4,Bracket B,registrar,RED,,ranking-uncertain
701410,Rayos 2019b Red,Rayos FC,U7,m,Bronze 4v4,Bracket B,registrar,RED,1509.98,ranking-uncertain
81641,Coppell FC 14B Williams Red,Coppell Youth SA,U13,m,11v11 Bronze 14s,Bracket A,registrar,RED,,ranking-uncertain
188365,Olympians SC 14B Red Chadbourn,Olympians SC,U13,m,11v11 Silver 14s,Bracket A,registrar,RED,,ranking-uncertain
579593,Sting Attack G17 D Sarmiento White,Sting Soccer Club,U9,f,7v7 Dallas Showcase Super Group 17s,Bracket A,registrar,RED,1615.70,ranking-uncertain
701441,Solar 18G Carrillo.T,Solar SC,U8,f,4v4 Bronze,Bracket B,registrar,MISSING,,
96642,Dallas Surf 12G Black,Dallas Surf,U14,f,11v11 Bronze Crossover,Bracket B,registrar,RED,,ranking-uncertain
521596,U12 Boys Gold - GO,GFI Academy,U12,m,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
521605,U11 Boys Gold - GO,GFI Academy,U11,m,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
362201,Dallas Texans ECNL RL NTX G13,Dallas Texans,U13,f,11v11 Silver,Bracket B,registrar,GREEN,,ranking-uncertain
486146,Dallas Surf 17G South,Dallas Surf,U9,f,7v7 Bronze II Crossover,Bracket B,registrar,GREEN,1435.70,
151346,Dutch Lions 12B PSV,Dutch FC,U14,m,11v11 Bronze,Bracket A,registrar,RED,,ranking-uncertain
147249,Dutch Lions 13B PSV,Dutch FC,U13,m,11v11 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
79663,Sting G14 Fuentes,Sting Soccer Club,U12,f,9v9 Bronze,Bracket A,registrar,RED,,ranking-uncertain
581666,Coerver United 17B Garcia,GLASA LEAGUE TEAM,U9,m,7v7 Silver,Bracket B,registrar,RED,1498.69,ranking-uncertain
702031,Atletico Dallas Youth 18B North,Atletico Dallas Youth,U8,m,4v4 Silver,Bracket A,registrar,MISSING,,
482778,Atletico Dallas Youth NPL NTX 13B GARCIA-WTX,Atletico Dallas Youth,U13,m,11v11 Bronze Crossover,Bracket A,registrar,MISSING,,
729468,Shiloh FC 11B,Shiloh FC,U15,m,DS Silver,Bracket B,registrar,MISSING,,
511449,Sting ECNL RL NTX B12 Pitcock,Sting Soccer Club,U14,m,11v11 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
166088,14G McGregor,Evolution,U12,f,11v11 Bronze,Bracket A,registrar,RED,,ranking-uncertain
164913,15B McGregor,Evolution,U11,m,9v9 Bronze II,Bracket B,registrar,RED,,ranking-uncertain
637372,Solar East 09B Spear,Solar SC,U17,m,Bracket B,Bracket A,registrar,MISSING,,
58684,Houstonians FC STXCL ECNL-RL G07,Houstonians FC,U19,f,Gold,Bracket B,registrar,MISSING,,
354518,Inter Dallas SC 09G,Dallas Inter Soccer Club,U17,f,HS 1,Bracket A,registrar,RED,,ranking-uncertain
134104,Coppell FC 15G Campanella White,Coppell Youth SA,U11,f,9v9 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
602391,DKSC 20B ROJAS,DKSC,U6,m,Gold,Bracket A,registrar,MISSING,,
622312,BVB 14B Black East (Fritz),BVB International Academy Texas,U12,m,9v9 Bronze II,Bracket A,registrar,RED,,ranking-uncertain
269189,Amarillo Rush 14G,Amarillo Rush SC,U12,f,11v11 Bronze,Bracket A,registrar,RED,,ranking-uncertain
526703,Sting B18 Lucero,Sting Soccer Club,U9,m,18s,Bracket A,registrar,YELLOW,1503.92,
363894,NOKC 2017 Boys White,North OKC SC,U9,m,7v7 Silver,Bracket B,registrar,MISSING,,
646179,Sting B17 Ortiz,Sting Soccer Club,U10,m,9v9 17s,Bracket B,registrar,RED,1527.85,ranking-uncertain
166090,15G Moon,Evolution,U11,f,9v9 Silver,Bracket B,registrar,RED,,ranking-uncertain
501618,FC LEGENDS UTD 16B Black,FC LEGENDS UTD,U10,m,9v9 Bronze II Crossover,Bracket B,registrar,GREEN,1587.88,move-up → 9v9 Gold
392513,FC LEGENDS UTD 16B Red,FC LEGENDS UTD,U10,m,9v9 Bronze,Bracket B,registrar,RED,,ranking-uncertain
329562,FC LEGENDS UTD 17B Red,FC LEGENDS UTD,U9,m,7v7 Silver,Bracket A,registrar,RED,1503.97,ranking-uncertain
661305,Solar West 19G Richie,Solar SC,U7,f,4v4 2019s,Bracket A,registrar,RED,,ranking-uncertain
516424,Extreme FC 12G Reyes,Extreme FC,U14,f,11v11 Bronze Crossover,Bracket A,registrar,RED,,ranking-uncertain
508168,NTX Celtic FC Pre-ECNL B14 Brice,NTX Celtic FC,U13,m,11v11 Silver 14s,Bracket A,registrar,RED,,ranking-uncertain
510567,FC LEGENDS UTD 18B Red,FC LEGENDS UTD,U8,m,7v7 Bronze,Bracket C,registrar,GREEN,,ranking-uncertain
510864,FC Dallas Youth 17B Barrera,FC Dallas Youth,U9,m,7v7 Silver,Bracket B,registrar,RED,1475.73,ranking-uncertain
488204,Texas Warriors FC 15B Salas,Texas Warriors FC,U11,m,9v9 Silver,Bracket B,registrar,RED,,ranking-uncertain
